idItem,type,instance
44,transcription,Canuto Abreu
44,translation,Brutus Abel
45,transcription,Canuto Abreu
45,translation,Brutus Abel
46,transcription,Brutus Abel
46,translation,Brutus Abel
47,transcription,Canuto Abreu
47,translation,Canuto Abreu
48,transcription,Canuto Abreu
48,translation,Canuto Abreu
49,transcription,Canuto Abreu
49,translation,Brutus Abel
50,edition,Brutus Abel
50,transcription,Canuto Abreu
50,translation,Brutus Abel
50,translation,Sara Imad
51,transcription,Canuto Abreu
51,translation,Sara Imad
52,transcription,Canuto Abreu
52,translation,Brutus Abel
53,transcription,Canuto Abreu
53,translation,Brutus Abel
54,transcription,Canuto Abreu
54,translation,Brutus Abel
55,transcription,Canuto Abreu
55,translation,Brutus Abel
56,edition,Brutus Abel
56,transcription,Canuto Abreu
56,translation,Brutus Abel
57,edition,Brutus Abel
57,transcription,Canuto Abreu
57,translation,Brutus Abel
58,transcription,Canuto Abreu
58,translation,Brutus Abel
59,transcription,Canuto Abreu
59,translation,Brutus Abel
61,transcription,Canuto Abreu
61,translation,Marcelo Gulão
63,transcription,Canuto Abreu
63,translation,Canuto Abreu
64,transcription,Brutus Abel
64,translation,Brutus Abel
65,transcription,Canuto Abreu
65,translation,Canuto Abreu
66,transcription,Canuto Abreu
66,translation,Canuto Abreu
67,transcription,Canuto Abreu
67,translation,Canuto Abreu
68,transcription,Canuto Abreu
68,translation,Canuto Abreu
69,transcription,Canuto Abreu
69,translation,Canuto Abreu
70,transcription,Canuto Abreu
70,translation,Canuto Abreu
71,transcription,Canuto Abreu
71,translation,Canuto Abreu
72,transcription,Canuto Abreu
72,translation,Canuto Abreu
73,transcription,Canuto Abreu
73,translation,Canuto Abreu
74,transcription,Canuto Abreu
74,translation,Canuto Abreu
75,transcription,Canuto Abreu
75,translation,Canuto Abreu
76,transcription,Canuto Abreu
76,translation,Fabio Fortes
77,transcription,Canuto Abreu
77,translation,Canuto Abreu
78,transcription,Canuto Abreu
78,translation,Sara Imad
80,edition,Flávio de Carvalho
80,transcription,Canuto Abreu
80,translation,Canuto Abreu
81,transcription,Canuto Abreu
81,translation,Humberto Schubert Coelho
82,translation,Canuto Abreu
83,transcription,Brutus Abel
83,translation,Brutus Abel
84,transcription,Brutus Abel
84,translation,Brutus Abel
85,transcription,Brutus Abel
85,translation,Brutus Abel
86,transcription,Philippe Gilbert
86,translation,Brutus Abel
87,transcription,Brutus Abel
87,translation,Brutus Abel
115,transcription,Brutus Abel
115,translation,Brutus Abel
120,edition,Brutus Abel
120,transcription,Brutus Abel
120,translation,Brutus Abel
124,edition,Brutus Abel
124,transcription,Brutus Abel
124,translation,Brutus Abel
126,transcription,Brutus Abel
126,translation,Brutus Abel
140,transcription,Brutus Abel
140,translation,Brutus Abel
141,edition,Brutus Abel
141,transcription,Brutus Abel
141,translation,Brutus Abel
142,edition,Brutus Abel
142,transcription,Brutus Abel
142,translation,Brutus Abel
144,transcription,Brutus Abel
144,translation,Brutus Abel
145,transcription,Alexandre Caroli
145,translation,Alexandre Caroli
149,edition,Brutus Abel
149,transcription,Brutus Abel
149,translation,Brutus Abel
154,edition,Brutus Abel
154,edition,Fábio Fortes
154,transcription,Charles Kempf
154,translation,Alexandre Caroli
155,edition,Brutus Abel
155,edition,Fábio Fortes
155,transcription,Charles Kempf
155,translation,Alexandre Caroli
156,edition,Brutus Abel
156,edition,Fábio Fortes
156,transcription,Charles Kempf
156,translation,Alexandre Caroli
157,edition,Brutus Abel
157,edition,Fábio Fortes
157,transcription,Charles Kempf
157,translation,Alexandre Caroli
158,edition,Brutus Abel
158,edition,Fábio Fortes
158,transcription,Charles Kempf
158,translation,Alexandre Caroli
159,edition,Brutus Abel
159,edition,Fábio Fortes
159,transcription,Charles Kempf
159,translation,Alexandre Caroli
160,edition,Brutus Abel
160,edition,Fábio Fortes
160,transcription,Charles Kempf
160,translation,Alexandre Caroli
161,edition,Brutus Abel
161,edition,Fábio Fortes
161,transcription,Charles Kempf
161,translation,Alexandre Caroli
162,edition,Brutus Abel
162,edition,Fábio Fortes
162,transcription,Charles Kempf
162,translation,Alexandre Caroli
163,edition,Brutus Abel
163,edition,Fábio Fortes
163,transcription,Charles Kempf
163,translation,Alexandre Caroli
164,edition,Brutus Abel
164,edition,Fábio Fortes
164,transcription,Charles Kempf
164,translation,Alexandre Caroli
165,edition,Brutus Abel
165,edition,Fábio Fortes
165,transcription,Charles Kempf
165,translation,Alexandre Caroli
166,edition,Brutus Abel
166,edition,Fábio Fortes
166,transcription,Charles Kempf
166,translation,Alexandre Caroli
167,edition,Brutus Abel
167,edition,Fábio Fortes
167,transcription,Charles Kempf
167,translation,Alexandre Caroli
168,edition,Brutus Abel
168,edition,Fábio Fortes
168,transcription,Charles Kempf
168,translation,Alexandre Caroli
169,edition,Brutus Abel
169,edition,Fábio Fortes
169,transcription,Charles Kempf
169,translation,Alexandre Caroli
170,edition,Brutus Abel
170,edition,Fábio Fortes
170,transcription,Charles Kempf
170,translation,Alexandre Caroli
171,edition,Brutus Abel
171,edition,Fábio Fortes
171,transcription,Charles Kempf
171,translation,Alexandre Caroli
172,edition,Brutus Abel
172,edition,Fábio Fortes
172,transcription,Charles Kempf
172,translation,Alexandre Caroli
173,edition,Brutus Abel
173,edition,Fábio Fortes
173,transcription,Charles Kempf
173,translation,Alexandre Caroli
174,edition,Brutus Abel
174,edition,Fábio Fortes
174,transcription,Charles Kempf
174,translation,Alexandre Caroli
175,edition,Brutus Abel
175,edition,Fábio Fortes
175,transcription,Charles Kempf
175,translation,Alexandre Caroli
176,edition,Fábio Fortes
176,transcription,Charles Kempf
176,translation,Alexandre Caroli
177,edition,Brutus Abel
177,edition,Fábio Fortes
177,transcription,Charles Kempf
177,translation,Alexandre Caroli
178,edition,Brutus Abel
178,edition,Fábio Fortes
178,transcription,Charles Kempf
178,translation,Alexandre Caroli
179,edition,Brutus Abel
179,edition,Fábio Fortes
179,transcription,Charles Kempf
179,translation,Alexandre Caroli
180,edition,Brutus Abel
180,edition,Fábio Fortes
180,transcription,Charles Kempf
180,translation,Alexandre Caroli
182,transcription,Heberth Souza
182,translation,Alexandre Caroli
183,transcription,Brutus Abel
183,translation,Marcelo Gulão
184,transcription,Brutus Abel
184,translation,Marcelo Gulão
185,transcription,Charles Kempf
185,translation,Alexandre Caroli
186,transcription,Charles Kempf
186,translation,Alexandre Caroli
187,transcription,Charles Kempf
187,translation,Alexandre Caroli
188,edition,Brutus Abel
188,transcription,Charles Kempf
188,translation,Isabela Monteiro
191,transcription,Charles Kempf
191,translation,Isabela Monteiro
192,transcription,Charles Kempf
192,translation,Isabela Monteiro
193,transcription,Charles Kempf
193,translation,Isabela Monteiro
205,edition,Brutus Abel
205,transcription,Victor Saliba
205,translation,Fábio Fortes
206,edition,Brutus Abel
206,transcription,Victor Saliba
206,translation,Fábio Fortes
207,edition,Brutus Abel
207,transcription,Victor Saliba
207,translation,Fábio Fortes
208,edition,Brutus Abel
208,transcription,Victor Saliba
208,translation,Fábio Fortes
209,edition,Brutus Abel
209,transcription,Victor Saliba
209,translation,Fábio Fortes
210,edition,Brutus Abel
210,transcription,Charles Kempf
210,translation,Isabela Monteiro
211,edition,Brutus Abel
211,transcription,Charles Kempf
211,translation,Isabela Monteiro
218,edition,Brutus Abel
218,transcription,Brutus Abel
218,translation,Brutus Abel
219,edition,Brutus Abel
219,transcription,Charles Kempf
219,translation,Isabela Monteiro
220,edition,Brutus Abel
220,transcription,Charles Kempf
220,translation,Isabela Monteiro
221,edition,Brutus Abel
221,transcription,Charles Kempf
221,translation,Isabela Monteiro
222,edition,Brutus Abel
222,transcription,Charles Kempf
222,translation,Isabela Monteiro
223,edition,Brutus Abel
223,transcription,Charles Kempf
223,translation,Isabela Monteiro
224,edition,Brutus Abel
224,transcription,Brutus Abel
224,translation,Brutus Abel
225,edition,Brutus Abel
225,transcription,Victor Saliba
225,translation,Fábio Fortes
226,edition,Brutus Abel
226,transcription,Brutus Abel
226,transcription,Charles Kempf
226,translation,Iara Rosa Farias
227,edition,Brutus Abel
227,transcription,Brutus Abel
227,transcription,Charles Kempf
227,translation,Iara Rosa Farias
228,edition,Brutus Abel
228,transcription,Brutus Abel
228,transcription,Charles Kempf
228,translation,Iara Rosa Farias
229,edition,Brutus Abel
229,transcription,Brutus Abel
229,translation,Brutus Abel
230,edition,Brutus Abel
230,transcription,Charles Kempf
230,translation,Isabela Monteiro
231,edition,Brutus Abel
231,transcription,Charles Kempf
231,translation,Isabela Monteiro
232,edition,Brutus Abel
232,transcription,Charles Kempf
232,translation,Isabela Monteiro
233,edition,Brutus Abel
233,transcription,Charles Kempf
233,translation,Karen Couto
234,edition,Brutus Abel
234,transcription,Charles Kempf
234,translation,Isabela Monteiro
235,edition,Brutus Abel
235,transcription,Charles Kempf
235,translation,Isabela Monteiro
236,edition,Brutus Abel
236,transcription,Isabela Monteiro
236,translation,Isabela Monteiro
237,edition,Brutus Abel
237,transcription,Karen Couto
237,translation,Karen Couto
238,edition,Brutus Abel
238,transcription,Charles Kempf
238,translation,Karen Couto
239,edition,Brutus Abel
239,transcription,Charles Kempf
239,translation,Isabela Monteiro
240,edition,Brutus Abel
240,transcription,Charles Kempf
240,translation,Isabela Monteiro
241,edition,Brutus Abel
241,transcription,Charles Kempf
241,translation,Karen Couto
242,edition,Brutus Abel
242,transcription,Charles Kempf
242,translation,Karen Couto
243,edition,Brutus Abel
243,transcription,Charles Kempf
243,translation,Isabela Monteiro
244,edition,Brutus Abel
244,transcription,Charles Kempf
244,translation,Brutus Abel
244,translation,Karen Couto
245,edition,Brutus Abel
245,transcription,Charles Kempf
245,translation,Brutus Abel
246,edition,Brutus Abel
246,transcription,Charles Kempf
246,translation,Isabela Monteiro
247,edition,Brutus Abel
247,transcription,Charles Kempf
247,translation,Brutus Abel
247,translation,Karen Couto
248,edition,Brutus Abel
248,transcription,Isabela Monteiro
248,translation,Isabela Monteiro
249,edition,Brutus Abel
249,transcription,Isabela Monteiro
249,translation,Isabela Monteiro
250,edition,Brutus Abel
250,transcription,Isabela Monteiro
250,translation,Isabela Monteiro
251,edition,Brutus Abel
251,transcription,Karen Couto
251,translation,Karen Couto
252,edition,Brutus Abel
252,transcription,Isabela Monteiro
252,translation,Isabela Monteiro
253,edition,Brutus Abel
253,transcription,Isabela Monteiro
253,translation,Isabela Monteiro
254,edition,Brutus Abel
254,transcription,Isabela Monteiro
254,translation,Isabela Monteiro
255,edition,Brutus Abel
255,transcription,Isabela Monteiro
255,translation,Isabela Monteiro
256,edition,Brutus Abel
256,transcription,Isabela Monteiro
256,translation,Isabela Monteiro
257,edition,Brutus Abel
257,transcription,Isabela Monteiro
257,translation,Isabela Monteiro
259,edition,Brutus Abel
259,transcription,Patrícia Saliba
259,translation,Guilherme Padilha
260,edition,Brutus Abel
260,transcription,Karen Couto
260,translation,Karen Couto
261,edition,Brutus Abel
261,transcription,Isabela Monteiro
261,translation,Isabela Monteiro
262,edition,Brutus Abel
262,transcription,Isabela Monteiro
262,translation,Isabela Monteiro
263,edition,Brutus Abel
263,transcription,Isabela Monteiro
263,translation,Isabela Monteiro
264,edition,Brutus Abel
264,transcription,Isabela Monteiro
264,translation,Isabela Monteiro
265,edition,Brutus Abel
265,transcription,Patrícia Saliba
265,translation,Guilherme Padilha
266,edition,Brutus Abel
266,transcription,Karen Couto
266,translation,Karen Couto
267,edition,Brutus Abel
267,transcription,Jacques Peccatte
267,translation,Guilherme Padilha
268,edition,Brutus Abel
268,transcription,Karen Couto
268,translation,Karen Couto
269,edition,Brutus Abel
269,transcription,Charles Kempf
269,translation,Isabela Monteiro
270,edition,Brutus Abel
270,transcription,Charles Kempf
270,translation,Isabela Monteiro
271,edition,Brutus Abel
271,transcription,Charles Kempf
271,translation,Isabela Monteiro
272,edition,Brutus Abel
272,transcription,Brutus Abel
272,transcription,Charles Kempf
272,translation,Iara Rosa Farias
273,edition,Brutus Abel
273,transcription,Charles Kempf
273,translation,André Alves Fernandes
274,edition,Brutus Abel
274,transcription,Jacques Peccatte
274,translation,Guilherme Padilha
275,edition,Brutus Abel
275,transcription,Charles Kempf
275,translation,Isabela Monteiro
276,edition,Brutus Abel
276,transcription,Charles Kempf
276,translation,Isabela Monteiro
277,edition,Brutus Abel
277,transcription,Charles Kempf
277,translation,Karen Couto
278,edition,Brutus Abel
278,transcription,Isabela Monteiro
278,translation,Isabela Monteiro
279,edition,Brutus Abel
279,transcription,Isabela Monteiro
279,translation,Isabela Monteiro
280,transcription,Brutus Abel
280,translation,Brutus Abel
281,transcription,Isabela Monteiro
281,translation,Isabela Monteiro
282,transcription,Isabela Monteiro
282,translation,Isabela Monteiro
283,edition,Brutus Abel
283,transcription,Isabela Monteiro
283,translation,Isabela Monteiro
284,transcription,Charles Kempf
284,translation,André Alves Fernandes
285,transcription,Charles Kempf
285,translation,André Alves Fernandes
286,transcription,Charles Kempf
286,translation,André Alves Fernandes
288,edition,Brutus Abel
288,transcription,Karen Kênnia
288,translation,Karen Kênnia
289,edition,Brutus Abel
289,transcription,Isabela Monteiro
289,translation,Isabela Monteiro
290,edition,Brutus Abel
290,transcription,Isabela Monteiro
290,translation,Isabela Monteiro
291,edition,Brutus Abel
291,transcription,Isabela Monteiro
291,translation,Isabela Monteiro
292,edition,Brutus Abel
292,transcription,Isabela Monteiro
292,translation,Isabela Monteiro
293,edition,Brutus Abel
293,transcription,Isabela Monteiro
293,translation,Isabela Monteiro
294,edition,Brutus Abel
294,transcription,Isabela Monteiro
294,translation,Isabela Monteiro
295,edition,Brutus Abel
295,transcription,Isabela Monteiro
295,translation,Isabela Monteiro
296,edition,Brutus Abel
296,transcription,Brutus Abel
296,transcription,Isabela Monteiro
296,translation,Brutus Abel
296,translation,Isabela Monteiro
298,edition,Brutus Abel
298,transcription,Isabela Monteiro
298,translation,Isabela Monteiro
299,edition,Brutus Abel
299,transcription,Karen Couto
299,translation,Karen Couto
300,edition,Brutus Abel
300,transcription,Karen Kênnia
300,translation,Karen Kênnia
300,transcription_rev,Brutus Abel
